studyName,CruiseTow,CruiseName,Event,Tow,GridLine,"Grid Station","Date GMT","TimeStart GMT","TimeLocal CLST","LatitudeStart (º)","LongitudeStart (º)","TimeEnd GMT","LatitudeEnd (º)","LongitudeEnd (º)","TowDuration (min)","Heading (º)",SOG,"WaterDepth (m)",WindSpeed,"WindDirection (º)",NetID,TowType,DepthTarget,"DepthMaximum (m)","VolumeFilteredM3 (m³)","SiphonNum (num/1000m³)","SiphonVol (ml/1000m3)","Cnidaria_oNum (num/1000m³)","Cnidaria_oVol (ml/1000m3)","CtenophNum (num/1000m³)","CtenophVol (ml/1000m3)","ClioNum (num/1000m³)","ClioVol (ml/1000m3)","LimacinaNum (num/1000m³)","LimacinaVol (ml/1000m3)","ClioneNum (num/1000m³)","ClioneVol (ml/1000m3)","Pteropod_oNum (num/1000m³)","Pteropod_oVol (ml/1000m3)","CephalopNum (num/1000m³)","CephalopVol (ml/1000m3)","TomopterNum (num/1000m³)","TomopterVol (ml/1000m3)","Polychae_oNum (num/1000m³)","Polychae_oVol (ml/1000m3)","PseudosaNum (num/1000m³)","PseudosaVol (ml/1000m3)","Chaetogn_oNum (num/1000m³)","Chaetogn_oVol (ml/1000m3)","CopepodaNum (num/1000m³)","CopepodaVol (ml/1000m3)","OstracodNum (num/1000m³)","OstracodVol (ml/1000m3)","MysidaNum (num/1000m³)","MysidaVol (ml/1000m3)","ThemistoNum (num/1000m³)","ThemistoVol (ml/1000m3)","Amphipod_oNum (num/1000m³)","Amphipod_oVol (ml/1000m3)","EsuperbaNum (num/1000m³)","EsuperbaVol (ml/1000m3)","EcrystalNum (num/1000m³)","EcrystalVol (ml/1000m3)","EfrigidaNum (num/1000m³)","EfrigidaVol (ml/1000m3)","EtriacanNum (num/1000m³)","EtriacanVol (ml/1000m3)","ThysanoeNum (num/1000m³)","ThysanoeVol (ml/1000m3)","Euphaus_oNum (num/1000m³)","Euphaus_oVol (ml/1000m3)","DecapodaNum (num/1000m³)","DecapodaVol (ml/1000m3)","SalpEmbNum (num/1000m³)","SalpEmbVol (ml/1000m3)","SalpAggNum (num/1000m³)","SalpAggVol (ml/1000m3)","SalpSolNum (num/1000m³)","SalpSolVol (ml/1000m3)","PantarctNum (num/1000m³)","PantarctVol (ml/1000m3)","TeleosteNum (num/1000m³)","TeleosteVol (ml/1000m3)","OtherNum (num/1000m³)","OtherVol (ml/1000m3)"
PD93-01,10123,PD93-01,644,123,595,30,1993-01-25,23:11:00,20:11:00,65.0292,64.3063,00:00:00,0.0000,0.0000,34,60.0,1.5,130,0.0,0,2,Standard,0,156,9517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,955.238,315.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,-1,0.315,-1,0,0
PD93-01,10125,PD93-01,646,125,595,35,1993-01-26,00:56:00,21:56:00,64.9923,64.3563,00:00:00,0.0000,0.0000,37,90.0,2.0,700,0.0,0,2,Standard,0,83,10366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0.289,0,0,0,0,0,0,1.929,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD93-01,10131,PD93-01,677,131,400,60,1993-01-27,21:36:00,18:36:00,66.1280,67.6498,00:00:00,0.0000,0.0000,15,272.0,2.0,400,10.0,180,2,Standard,0,0,4136,0,0,0,0,0,0,0,0,0.242,0.024,0.242,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0.967,0.193,0.967,0.725,12.814,3.143,0,0,0,0,314.313,15.716,0,0,0,0,0,0,0,0,0,0,0,0,0.484,-1,0,0
PD93-01,10141,PD93-01,706,141,400,80,1993-01-28,20:12:00,17:12:00,66.0013,67.9687,00:00:00,0.0000,0.0000,12,87.0,2.0,320,22.0,105,2,Standard,0,130,3286,0,0,0,0,0,0,0,0,0.609,0.061,0.304,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0.609,0.122,69.994,39.562,0.304,0.076,0,0,0,0,0.609,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD93-01,10146,PD93-01,718,146,400,100,1993-01-29,02:21:00,23:21:00,65.8742,68.2327,00:00:00,0.0000,0.0000,15,72.0,2.5,350,15.0,80,2,Standard,0,104,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9900.87,4714.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD93-01,10147,PD93-01,721,147,400,120,1993-01-29,06:03:00,03:03:00,65.7489,68.5857,00:00:00,0.0000,0.0000,14,76.0,1.9,346,0.0,0,2,Standard,0,114,3853,0,0,0,0,0,0,0,0,0.519,0.052,0,0,0,0,0,0,0,0,0,0,0,0,2.595,-1,-1,-1,0,0,0,0,0,0,0.779,0.156,0,0,6.229,0.26,0,0,0,0,9.603,0.649,0,0,0,0,0,0,0.26,0.26,0,0,0,0,0,0,0,0
PD93-01,10153,PD93-01,742,153,400,160,1993-01-29,17:15:00,14:15:00,65.4973,69.2107,00:00:00,0.0000,0.0000,15,57.0,2.2,350,0.0,0,2,Standard,0,109,4136,0,0,0,0,0,0,0,0,15.716,1.572,0.967,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0.725,0.145,16.199,15.716,0,0,0,0,0,0,24.662,1.245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD93-01,10166,PD93-01,774,166,400,180,1993-01-30,18:07:00,15:07:00,65.3653,69.4990,00:00:00,0.0000,0.0000,14,15.0,2.0,2625,4.0,200,2,Standard,0,125,3853,0,0,0,0,0,0,0,0,5.969,0.597,1.557,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,1.038,0.208,15.832,12.977,0,0,0,0,0,0,389.307,19.465,0,0,0,0,0,0,0,0,0,0,0,0,2.336,-1,0,0
PD93-01,10170,PD93-01,784,170,400,200,1993-01-31,00:55:00,21:55:00,65.2462,69.8002,00:00:00,0.0000,0.0000,14,359.0,1.8,2700,16.0,200,2,Standard,0,83,3853,0,0,0,0,0,0,0,0,39.19,3.919,2.336,-1,0,0,0,0,0,0,0,0,0,0,0.26,-1,-1,-1,0,0,0,0,0,0,2.855,0.571,10.641,10.382,0,0,0,0,0,0,131.326,8.046,0,0,0,0,0,0,0.779,4.931,0,0,0,0,0.519,-1,0,0
PD93-01,10171,PD93-01,790,171,300,200,1993-01-31,07:07:00,04:07:00,65.8445,71.3648,00:00:00,0.0000,0.0000,13,231.0,2.0,3040,0.0,0,2,Standard,0,104,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.754,383.754,0,0,0,0,0,0,1680.672,84.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD93-01,10175,PD93-01,803,175,300,180,1993-01-31,12:00:00,09:00:00,65.9896,71.0733,00:00:00,0.0000,0.0000,13,0.0,0.0,2919,0.0,0,2,Standard,0,83,3570,0,0,0,0,0,0,0,0,6.162,0.616,0.56,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,34.174,2.241,31.653,25.21,0,0,0,0,0,0,875.35,35.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD93-01,10178,PD93-01,812,178,300,160,1993-01-31,19:03:00,16:03:00,66.1185,70.7842,00:00:00,0.0000,0.0000,11,350.0,2.0,488,0.0,0,2,Standard,0,104,3003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0.999,0.2,99.9,74.925,0,0,0,0,0,0,60.939,2.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD93-01,10182,PD93-01,822,182,300,140,1993-02-01,00:27:00,21:27:00,66.2378,70.4843,00:00:00,0.0000,0.0000,14,166.0,2.0,503,0.0,0,2,Standard,0,0,3853,0,0,0,0,0,0,0,0,0.519,0.052,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,16.351,16.87,0,0,0,0,0,0,2.336,0.143,0,0,0,0,0,0,0,0,0,0,0,0,18.168,-1,0,0
PD93-01,10185,PD93-01,830,185,300,120,1993-02-01,06:14:00,03:14:00,66.3619,70.1813,00:00:00,0.0000,0.0000,13,0.0,0.0,466,0.0,0,2,Standard,0,114,3570,0,0,0,0,0,0,0,0,36.134,3.613,1.961,-1,0,0,0,0,0,0,0,0,0,0,3.081,-1,-1,-1,0,0,0,0,0,0,2.241,0.448,0,0,11.765,0.7,0,0,0,0,62.465,3.361,0,0,0,0,0,0,0,0,0,0,0,0,21.008,-1,0,0
PD93-01,10188,PD93-01,838,188,300,100,1993-02-01,11:27:00,08:27:00,66.5103,69.8618,00:00:00,0.0000,0.0000,15,335.0,2.0,475,0.0,0,2,Standard,0,140,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.692,-1,-1,-1,0,0,0,0,0,0,0,0,405.222,306.335,0,0,0,0,0,0,1.692,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0.725,-1,0,0
PD93-01,10192,PD93-01,848,192,300,80,1993-02-01,18:32:00,15:32:00,66.6407,69.5265,00:00:00,0.0000,0.0000,13,306.0,2.0,400,11.0,60,2,Standard,0,0,3570,0,0,0,0,0,0,0,0,5.602,0.56,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0.84,0.28,0,0,0,0,0,0,1.12,0.056,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0
PD93-01,10193,PD93-01,853,193,300,60,1993-02-01,20:48:00,17:48:00,66.7640,69.2158,00:00:00,0.0000,0.0000,13,286.0,2.0,205,0.0,0,2,Standard,0,104,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,2586.555,1492.997,49.3,24.65,0,0,0,0,172.549,24.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD93-01,10197,PD93-01,863,197,300,40,1993-02-02,02:19:00,23:19:00,66.8872,68.9042,00:00:00,0.0000,0.0000,12,241.0,2.0,575,15.0,45,2,Standard,0,75,3286,0,0,0,0,0,0,0,0,4.26,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,1.217,0.609,7.304,3.043,365.186,36.519,0,0,0,0,456.482,27.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD93-01,10200,PD93-01,870,200,200,200,1993-02-02,16:59:00,13:59:00,66.4383,73.0443,00:00:00,0.0000,0.0000,12,111.0,2.0,3691,12.0,110,2,Standard,0,83,3286,0,0,0,0,0,0,0,0,0.304,0.03,0,0,0,0,0,0,0,0,0,0,0,0,8.217,-1,-1,-1,0,0,0,0,0,0,2.13,0.304,2.739,4.565,0,0,0,0,0,0,67.864,0.913,0,0,0,0,0,0,0,0,0,0,0,0,0.913,-1,0,0
PD93-01,10202,PD93-01,880,202,200,160,1993-02-02,23:24:00,20:24:00,66.7182,72.4613,00:00:00,0.0000,0.0000,12,76.0,2.0,3100,12.0,70,2,Standard,0,104,3286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,4.565,0.304,36.519,39.562,0,0,0,0,0,0,26.78,0.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD93-01,10203,PD93-01,888,203,200,120,1993-02-03,02:43:00,23:43:00,66.9870,71.8353,00:00:00,0.0000,0.0000,15,333.0,1.9,430,10.0,40,2,Standard,0,0,4136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,-1,-1,-1,0,0,0,0,0,0,9.188,0.725,0,0,0,0,0,0,0,0,29.255,1.801,0,0,0,0,0,0,0,0,0,0,0,0,0.484,-1,0,0
PD93-01,10204,PD93-01,894,204,200,80,1993-02-03,06:01:00,03:01:00,67.2467,71.2129,00:00:00,0.0000,0.0000,14,28.0,1.8,449,0.0,0,2,Standard,0,150,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.595,-1,-1,-1,0,0,0,0,0,0,2.076,0.415,0,0,0,0,0,0,0.26,0.26,9.343,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0.26,-1,0,0
PD93-01,10205,PD93-01,900,205,200,40,1993-02-03,09:44:00,06:44:00,67.5164,70.6035,00:00:00,0.0000,0.0000,16,41.0,2.0,748,0.0,0,2,Standard,0,150,4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0.679,0.136,736.818,343.29,74.451,10.636,0,0,0,0,10.862,2.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD93-01,10210,PD93-01,918,210,420,0,1993-02-05,09:59:00,06:59:00,66.3776,66.3771,00:00:00,0.0000,0.0000,16,354.0,2.4,122,12.0,130,2,Shallow,0,0,4419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,16.746,4.186,1494.682,627.97,21.045,6.291,0,0,0,0,12.673,4.186,0,0,0,0,0,0,0,0,0,0,0,0,0.226,-1,0,0
PD94-01,20003,PD94-01,12,3,500,60,1994-01-12,10:12:00,07:12:00,65.4740,66.1284,00:00:00,0.0000,0.0000,28,239.0,0.9,317,0.2,0,2,Standard,0,110,4052,0,0,0,0,0,0,0,0,0,0,0,0,0.247,-1,0,0,0,0,0,0,0,0,1.974,-1,0,0,0,0,0,0,0,0,0,0,0.247,0.197,0.494,-1,0.494,-1,0,0,8435.834,222.113,0,0,0,0,0,0,0,0,0,0,0,0,0.494,-1,0,0
PD94-01,20006,PD94-01,27,6,500,80,1994-01-12,22:39:00,19:39:00,65.3626,66.4521,00:00:00,0.0000,0.0000,17,317.0,2.2,575,1.5,0,2,Standard,0,135,4432,0,0,0,0,0,0,0,0,0.226,-1,0,0,1.354,-1,0,0,0,0,0,0,0,0,3.836,-1,0,0,0,0,0,0,0,0,0.451,-1,30.235,18.953,0,0,0,0,0,0,136.507,4.964,0,0,0,0,0,0,3.836,8.8,0,0,0.226,-1,0.903,-1,0,0
PD94-01,20009,PD94-01,34,9,500,100,1994-01-13,10:20:00,07:20:00,65.2415,66.7856,00:00:00,0.0000,0.0000,16,13.0,2.3,430,13.0,0,2,Standard,0,140,4557,0,0,0,0,0,0,0,0,16.239,-1,0,0,0.878,-1,0,0,0,0,0,0,0,0,2.414,-1,0,0,0,0,0,0,0,0,6.144,-1,0.439,0.197,0,0,0,0,0,0,274.084,8.339,0,0,0,0,0,0,133.641,235.901,0,0,0,0,0.219,-1,0,0
PD94-01,20012,PD94-01,46,12,500,120,1994-01-13,18:48:00,15:48:00,65.1179,67.1085,00:00:00,0.0000,0.0000,20,43.0,3.0,675,29.5,0,2,Standard,0,120,5706,0,0,0,0,0,0,0,0,8.237,-1,0,0,0.175,-1,0,0,0,0,0,0,0,0,1.227,-1,0,0,0,0,0,0,0,0,0.701,-1,1.577,0.946,0,0,0,0,0,0,6916.754,162.11,0,0,0,0,0,0,1.402,5.783,0,0,0,0,0.351,-1,0,0
PD94-01,20013,PD94-01,52,13,500,140,1994-01-14,09:18:00,06:18:00,64.9909,67.4016,00:00:00,0.0000,0.0000,18,24.0,2.4,375,0.0,0,2,Standard,0,120,4143,0,0,0,0,0.241,-1,0,0,68.791,-1,0,0,0.241,-1,0,0,0,0,0.241,-1,0,0,1.448,-1,0,0,0,0,0,0,0,0,1.69,-1,0.724,0.579,0,0,0,0,0,0,5.793,0.724,0,0,0,0,0,0,9.655,62.756,0,0,0,0,0,0,0,0
PD94-01,20016,PD94-01,63,16,500,160,1994-01-14,16:02:00,13:02:00,64.8615,67.6782,00:00:00,0.0000,0.0000,13,264.0,2.7,310,0.0,0,2,Standard,0,90,4749,0,0,0,0,0,0,0,0,58.96,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.427,31.586,0,0,0,0,0,0,4878.922,110.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD94-01,20017,PD94-01,70,17,500,180,1994-01-14,18:22:00,15:22:00,64.7350,67.9900,00:00:00,0.0000,0.0000,19,259.0,2.5,415,0.0,0,2,Standard,0,115,5728,0,0,0,0,0,0,0,0,6.285,-1,0,0,0.524,-1,0,0,0.175,-1,0,0,0,0,1.047,-1,0,0,0,0,0,0,0,0,1.047,-1,28.108,31.425,0,0,0,0,0,0,73.848,10.475,0,0,0,0,0,0,4.365,7.507,0,0,0,0,0.175,-1,0,0
